,Dept,Date,Dept_Total_Sales
5389,40,2011-09-02,1909128.6
5390,40,2011-09-09,1979136.95
5391,40,2011-09-16,1952183.68
5392,40,2011-09-23,1954775.31
5393,40,2011-09-30,1938117.97
5394,40,2011-10-07,2062571.7
5395,40,2011-10-14,1929663.1400000001
5396,40,2011-10-21,1957107.19
5397,40,2011-10-28,1936450.6700000002
5398,40,2011-11-04,1991180.31
5399,40,2011-11-11,2029407.99
5400,40,2011-11-18,1969011.59
5401,40,2011-11-25,1819597.82
5402,40,2011-12-02,2046465.28
5403,40,2011-12-09,2034759.66
5404,40,2011-12-16,2075148.65
5405,40,2011-12-23,2204243.1
5406,40,2011-12-30,1881964.72
5407,40,2012-01-06,2241109.21
5408,40,2012-01-13,2124902.57
5409,40,2012-01-20,2116767.62
5410,40,2012-01-27,2001857.2
5411,40,2012-02-03,2192252.31
5412,40,2012-02-10,2209307.63
5413,40,2012-02-17,2136071.0
5414,40,2012-02-24,2173879.81
5415,40,2012-03-02,2227096.19
5416,40,2012-03-09,2218429.2600000002
5417,40,2012-03-16,2140228.84
5418,40,2012-03-23,2075683.81
5419,40,2012-03-30,2077302.89
5420,40,2012-04-06,2171153.25
5421,40,2012-04-13,2008446.41
5422,40,2012-04-20,2111299.35
5423,40,2012-04-27,2018965.0
5424,40,2012-05-04,2115023.68
5425,40,2012-05-11,2002033.96
5426,40,2012-05-18,1971776.49
5427,40,2012-05-25,2048622.97
5428,40,2012-06-01,1977983.13
5429,40,2012-06-08,2099825.16
5430,40,2012-06-15,2020702.47
5431,40,2012-06-22,1970137.71
5432,40,2012-06-29,2003223.0
5433,40,2012-07-06,2048923.57
5434,40,2012-07-13,1972018.73
5435,40,2012-07-20,1993286.9
5436,40,2012-07-27,1947620.49
5437,40,2012-08-03,2071343.14
5438,40,2012-08-10,2030745.36
5439,40,2012-08-17,2069145.26
5440,40,2012-08-24,2056524.22
5441,40,2012-08-31,2060466.96
5442,40,2012-09-07,2148970.89
5443,40,2012-09-14,2056519.27
5444,40,2012-09-21,2071286.53
5445,40,2012-09-28,2041706.0
5446,40,2012-10-05,2105399.88
5447,40,2012-10-12,2041674.76
5448,40,2012-10-19,2007722.1
5449,40,2012-10-26,2021902.02
5450,41,2010-02-05,31182.71
5451,41,2010-02-12,37746.19
5452,41,2010-02-19,38744.4
5453,41,2010-02-26,33180.11
5454,41,2010-03-05,34045.77
5455,41,2010-03-12,33078.14
5456,41,2010-03-19,39478.2
5457,41,2010-03-26,42110.86
5458,41,2010-04-02,49477.16
5459,41,2010-04-09,57707.74
5460,41,2010-04-16,49040.99
5461,41,2010-04-23,44058.06
5462,41,2010-04-30,40042.12
5463,41,2010-05-07,41678.7
5464,41,2010-05-14,36146.07
5465,41,2010-05-21,36469.0
5466,41,2010-05-28,44905.76
5467,41,2010-06-04,43342.8
5468,41,2010-06-11,46527.08
5469,41,2010-06-18,62500.75
5470,41,2010-06-25,62626.15
5471,41,2010-07-02,39088.18
5472,41,2010-07-09,45550.4
5473,41,2010-07-16,38696.18
5474,41,2010-07-23,42560.87
5475,41,2010-07-30,49651.16
5476,41,2010-08-06,59626.05
5477,41,2010-08-13,72733.56
5478,41,2010-08-20,79965.98
5479,41,2010-08-27,87276.37
5480,41,2010-09-03,112279.39
5481,41,2010-09-10,131532.37
5482,41,2010-09-17,128853.03
5483,41,2010-09-24,124178.53
5484,41,2010-10-01,108079.18000000001
5485,41,2010-10-08,115587.51000000001
5486,41,2010-10-15,113324.46
5487,41,2010-10-22,112467.91
5488,41,2010-10-29,115923.78
5489,41,2010-11-05,82310.53
5490,41,2010-11-12,73611.39
5491,41,2010-11-19,82730.34
5492,41,2010-11-26,121794.29000000001
5493,41,2010-12-03,99867.87
5494,41,2010-12-10,123623.76
5495,41,2010-12-17,161095.9
5496,41,2010-12-24,295535.17
5497,41,2010-12-31,44681.78
5498,41,2011-01-07,33719.88
5499,41,2011-01-14,35201.05
5500,41,2011-01-21,49044.86
5501,41,2011-01-28,67572.02
5502,41,2011-02-04,107132.31
5503,41,2011-02-11,85052.17
5504,41,2011-02-18,60333.34
5505,41,2011-02-25,49176.57
5506,41,2011-03-04,55582.23
5507,41,2011-03-11,52031.11
5508,41,2011-03-18,59127.659999999996
5509,41,2011-03-25,58443.18
5510,41,2011-04-01,59285.82
5511,41,2011-04-08,62963.93
5512,41,2011-04-15,59361.83
5513,41,2011-04-22,63108.85
5514,41,2011-04-29,56488.26
5515,41,2011-05-06,50158.91
5516,41,2011-05-13,50409.74
5517,41,2011-05-20,47374.21
5518,41,2011-05-27,48981.05
5519,41,2011-06-03,53503.63
5520,41,2011-06-10,56400.19
5521,41,2011-06-17,88641.21
5522,41,2011-06-24,74420.14
5523,41,2011-07-01,51220.0
5524,41,2011-07-08,56973.7
5525,41,2011-07-15,51711.89
5526,41,2011-07-22,53884.35
5527,41,2011-07-29,53886.97
5528,41,2011-08-05,61281.9
5529,41,2011-08-12,73784.56
5530,41,2011-08-19,84102.31999999999
5531,41,2011-08-26,85725.89
5532,41,2011-09-02,95601.08
5533,41,2011-09-09,113855.68
5534,41,2011-09-16,121755.68
5535,41,2011-09-23,121839.92
5536,41,2011-09-30,111455.29
5537,41,2011-10-07,124684.55
5538,41,2011-10-14,109325.46
5539,41,2011-10-21,111740.57
5540,41,2011-10-28,103001.37
5541,41,2011-11-04,87859.57
5542,41,2011-11-11,91954.81
5543,41,2011-11-18,78257.83
5544,41,2011-11-25,116902.12
5545,41,2011-12-02,96939.77
5546,41,2011-12-09,122202.66
5547,41,2011-12-16,161290.62
5548,41,2011-12-23,266227.38
5549,41,2011-12-30,86051.44
5550,41,2012-01-06,39831.51
5551,41,2012-01-13,44310.29
5552,41,2012-01-20,32662.38
5553,41,2012-01-27,38519.21
5554,41,2012-02-03,54930.89
5555,41,2012-02-10,66817.73
5556,41,2012-02-17,56725.56
5557,41,2012-02-24,47477.450000000004
5558,41,2012-03-02,51353.81
5559,41,2012-03-09,65922.14
5560,41,2012-03-16,65866.56
5561,41,2012-03-23,57699.01
5562,41,2012-03-30,53308.33
5563,41,2012-04-06,71460.64
5564,41,2012-04-13,65920.39
5565,41,2012-04-20,52380.369999999995
5566,41,2012-04-27,45908.18
5567,41,2012-05-04,51901.8
5568,41,2012-05-11,50222.76
5569,41,2012-05-18,50490.32
5570,41,2012-05-25,46880.020000000004
5571,41,2012-06-01,46705.4
5572,41,2012-06-08,46842.97
5573,41,2012-06-15,57261.45
5574,41,2012-06-22,59297.89
5575,41,2012-06-29,48861.27
5576,41,2012-07-06,54434.4
5577,41,2012-07-13,50059.520000000004
5578,41,2012-07-20,51555.9
5579,41,2012-07-27,55122.91
5580,41,2012-08-03,62534.04
5581,41,2012-08-10,74882.91
5582,41,2012-08-17,87895.77
5583,41,2012-08-24,91951.3
5584,41,2012-08-31,109014.8
5585,41,2012-09-07,118019.71
5586,41,2012-09-14,127290.44
5587,41,2012-09-21,118213.27
5588,41,2012-09-28,103628.81
5589,41,2012-10-05,109625.89
5590,41,2012-10-12,97052.04000000001
5591,41,2012-10-19,86492.87
5592,41,2012-10-26,89185.93
5593,42,2010-02-05,204211.2
5594,42,2010-02-12,184438.95
5595,42,2010-02-19,207985.07
5596,42,2010-02-26,199830.88
5597,42,2010-03-05,224031.18
5598,42,2010-03-12,243023.41
5599,42,2010-03-19,231873.16
5600,42,2010-03-26,227124.73
5601,42,2010-04-02,244442.05
5602,42,2010-04-09,228847.92
5603,42,2010-04-16,239374.74
5604,42,2010-04-23,229605.47
5605,42,2010-04-30,221140.85
5606,42,2010-05-07,231984.72
5607,42,2010-05-14,220098.58000000002
5608,42,2010-05-21,231012.88
5609,42,2010-05-28,230285.46
5610,42,2010-06-04,228265.65
5611,42,2010-06-11,232132.32
5612,42,2010-06-18,232955.34
5613,42,2010-06-25,234126.69
5614,42,2010-07-02,251066.96
5615,42,2010-07-09,234760.77
5616,42,2010-07-16,233060.06
5617,42,2010-07-23,236320.03
5618,42,2010-07-30,236309.04
5619,42,2010-08-06,253763.84
5620,42,2010-08-13,238168.82
5621,42,2010-08-20,237924.81
5622,42,2010-08-27,224091.22
5623,42,2010-09-03,244901.46
5624,42,2010-09-10,233548.21
5625,42,2010-09-17,228525.72
5626,42,2010-09-24,224355.86000000002
5627,42,2010-10-01,225478.52
5628,42,2010-10-08,238796.61000000002
5629,42,2010-10-15,241447.84
5630,42,2010-10-22,249494.2
5631,42,2010-10-29,227432.99
5632,42,2010-11-05,230651.29
5633,42,2010-11-12,239954.7
5634,42,2010-11-19,224288.28
5635,42,2010-11-26,212457.23
5636,42,2010-12-03,205725.72
5637,42,2010-12-10,203428.96
5638,42,2010-12-17,193045.51
5639,42,2010-12-24,201299.59
5640,42,2010-12-31,183322.99
5641,42,2011-01-07,199590.22
5642,42,2011-01-14,182408.08000000002
5643,42,2011-01-21,194537.19999999998
5644,42,2011-01-28,194717.2
5645,42,2011-02-04,191534.52
5646,42,2011-02-11,205741.13
5647,42,2011-02-18,243239.09
5648,42,2011-02-25,219545.78
5649,42,2011-03-04,231093.46
5650,42,2011-03-11,219100.41
5651,42,2011-03-18,238500.81
5652,42,2011-03-25,231253.79
5653,42,2011-04-01,222588.43
5654,42,2011-04-08,231819.21
5655,42,2011-04-15,234776.83000000002
5656,42,2011-04-22,232587.54
5657,42,2011-04-29,216324.41
5658,42,2011-05-06,238790.88
5659,42,2011-05-13,227964.52
5660,42,2011-05-20,220738.87
5661,42,2011-05-27,228034.55
5662,42,2011-06-03,229733.19
5663,42,2011-06-10,236906.56
5664,42,2011-06-17,234150.61
5665,42,2011-06-24,226877.66
5666,42,2011-07-01,247687.6
5667,42,2011-07-08,240377.47
5668,42,2011-07-15,235090.06
5669,42,2011-07-22,237527.78
5670,42,2011-07-29,234692.06
5671,42,2011-08-05,245104.93
5672,42,2011-08-12,233381.26
5673,42,2011-08-19,239750.02
5674,42,2011-08-26,234125.72
5675,42,2011-09-02,229357.85
5676,42,2011-09-09,250509.11
5677,42,2011-09-16,237213.74
5678,42,2011-09-23,245045.94
5679,42,2011-09-30,238886.71
5680,42,2011-10-07,249818.22
5681,42,2011-10-14,243239.82
5682,42,2011-10-21,250071.0
5683,42,2011-10-28,239967.24
5684,42,2011-11-04,247838.34
5685,42,2011-11-11,246685.67
5686,42,2011-11-18,238059.74
5687,42,2011-11-25,227813.24
5688,42,2011-12-02,216250.19
5689,42,2011-12-09,206487.32
5690,42,2011-12-16,226212.65
5691,42,2011-12-23,227634.44
5692,42,2011-12-30,200925.43
5693,42,2012-01-06,232140.63
5694,42,2012-01-13,215028.69
5695,42,2012-01-20,214246.57
5696,42,2012-01-27,205461.47
5697,42,2012-02-03,237701.9
5698,42,2012-02-10,230767.03
5699,42,2012-02-17,224814.83
5700,42,2012-02-24,249013.15
5701,42,2012-03-02,239569.27
5702,42,2012-03-09,254138.1
5703,42,2012-03-16,262981.35
5704,42,2012-03-23,257354.47999999998
5705,42,2012-03-30,245701.85
5706,42,2012-04-06,265394.74
5707,42,2012-04-13,244568.82
5708,42,2012-04-20,246248.66
5709,42,2012-04-27,243369.41
5710,42,2012-05-04,250597.46
5711,42,2012-05-11,244281.11000000002
5712,42,2012-05-18,242495.28
5713,42,2012-05-25,251829.04
5714,42,2012-06-01,239224.11
5715,42,2012-06-08,261595.86
5716,42,2012-06-15,248306.33
5717,42,2012-06-22,245812.65
5718,42,2012-06-29,252780.65
5719,42,2012-07-06,256791.63
5720,42,2012-07-13,248793.99
5721,42,2012-07-20,245987.76
5722,42,2012-07-27,238537.96
5723,42,2012-08-03,240692.61
5724,42,2012-08-10,248362.69
5725,42,2012-08-17,243090.54
5726,42,2012-08-24,240219.05
5727,42,2012-08-31,243717.87
5728,42,2012-09-07,244179.32
5729,42,2012-09-14,239051.95
5730,42,2012-09-21,236680.41
5731,42,2012-09-28,232932.24
5732,42,2012-10-05,247157.66
5733,42,2012-10-12,241416.51
5734,42,2012-10-19,242078.36
5735,42,2012-10-26,241456.6
5736,43,2010-02-12,0.25
5737,43,2010-04-09,1.0
5738,43,2010-08-27,0.5
5739,43,2011-03-18,3.0
5740,43,2011-07-22,3.0
5741,43,2011-12-02,1.07
5742,43,2012-01-06,1.0
5743,43,2012-01-13,2.5
5744,43,2012-01-20,0.5
5745,43,2012-02-24,0.5
5746,43,2012-03-02,0.5
5747,43,2012-05-11,0.5
5748,44,2010-02-05,189772.1
5749,44,2010-02-12,191664.18
5750,44,2010-02-19,173019.5
5751,44,2010-02-26,163359.82
5752,44,2010-03-05,171061.49
5753,44,2010-03-12,171274.28
5754,44,2010-03-19,166272.69
5755,44,2010-03-26,162145.43
5756,44,2010-04-02,182880.06
5757,44,2010-04-09,159356.79
5758,44,2010-04-16,156577.56
5759,44,2010-04-23,164808.6
5760,44,2010-04-30,162032.53
5761,44,2010-05-07,188080.9
5762,44,2010-05-14,173735.12
5763,44,2010-05-21,160839.52
5764,44,2010-05-28,152602.48
5765,44,2010-06-04,156026.66
5766,44,2010-06-11,169845.54
5767,44,2010-06-18,178213.7
5768,44,2010-06-25,165581.09
5769,44,2010-07-02,165780.88
5770,44,2010-07-09,151323.67
5771,44,2010-07-16,160081.63
5772,44,2010-07-23,156216.15
5773,44,2010-07-30,164829.94
5774,44,2010-08-06,166790.58
5775,44,2010-08-13,158763.34
5776,44,2010-08-20,154952.98
5777,44,2010-08-27,163569.36
5778,44,2010-09-03,160854.57
5779,44,2010-09-10,168586.62
5780,44,2010-09-17,173335.38
5781,44,2010-09-24,173737.35
5782,44,2010-10-01,182430.1
5783,44,2010-10-08,188543.18
5784,44,2010-10-15,183501.72
5785,44,2010-10-22,194129.77
5786,44,2010-10-29,219248.51
5787,44,2010-11-05,176183.34
5788,44,2010-11-12,182899.56
5789,44,2010-11-19,184420.76
5790,44,2010-11-26,294735.78
5791,44,2010-12-03,237602.69
5792,44,2010-12-10,263678.25
5793,44,2010-12-17,302834.13
5794,44,2010-12-24,354365.66
5795,44,2010-12-31,122642.06
5796,44,2011-01-07,136325.63
5797,44,2011-01-14,136894.28
5798,44,2011-01-21,148807.45
5799,44,2011-01-28,151711.77
5800,44,2011-02-04,164742.0
5801,44,2011-02-11,184307.68
5802,44,2011-02-18,177429.99
5803,44,2011-02-25,157235.53
5804,44,2011-03-04,164227.25
5805,44,2011-03-11,155643.07
5806,44,2011-03-18,157629.25
5807,44,2011-03-25,154460.15
5808,44,2011-04-01,162266.89
5809,44,2011-04-08,161174.75
5810,44,2011-04-15,163202.27
5811,44,2011-04-22,171743.14
5812,44,2011-04-29,156506.08
5813,44,2011-05-06,174503.31
5814,44,2011-05-13,159264.12
5815,44,2011-05-20,155401.01
5816,44,2011-05-27,147407.57
5817,44,2011-06-03,144087.26
5818,44,2011-06-10,152808.4
5819,44,2011-06-17,164320.69
5820,44,2011-06-24,157507.59
5821,44,2011-07-01,157509.9
5822,44,2011-07-08,149550.77
5823,44,2011-07-15,154767.54
5824,44,2011-07-22,151973.17
5825,44,2011-07-29,145210.85
5826,44,2011-08-05,156024.5
5827,44,2011-08-12,154540.54
5828,44,2011-08-19,156612.52
5829,44,2011-08-26,156918.1
5830,44,2011-09-02,156567.23
5831,44,2011-09-09,168259.1
5832,44,2011-09-16,170076.12
5833,44,2011-09-23,175442.38
5834,44,2011-09-30,187707.33
5835,44,2011-10-07,196851.5
5836,44,2011-10-14,196179.0
5837,44,2011-10-21,203107.29
5838,44,2011-10-28,225133.16999999998
5839,44,2011-11-04,195353.57
5840,44,2011-11-11,195959.39
5841,44,2011-11-18,199257.29
5842,44,2011-11-25,281565.8
5843,44,2011-12-02,258502.04
5844,44,2011-12-09,291142.95
5845,44,2011-12-16,319834.28
5846,44,2011-12-23,374109.62
5847,44,2011-12-30,164256.02
5848,44,2012-01-06,143616.13
5849,44,2012-01-13,152598.75
5850,44,2012-01-20,155638.03
5851,44,2012-01-27,161163.95
5852,44,2012-02-03,182078.78
5853,44,2012-02-10,200435.1
5854,44,2012-02-17,192685.69
5855,44,2012-02-24,169040.25
5856,44,2012-03-02,169984.63
5857,44,2012-03-09,168182.9
5858,44,2012-03-16,162583.33
5859,44,2012-03-23,150872.29
5860,44,2012-03-30,156559.08
5861,44,2012-04-06,171898.2
5862,44,2012-04-13,146811.49
5863,44,2012-04-20,144893.77
5864,44,2012-04-27,151760.56
5865,44,2012-05-04,172843.5
5866,44,2012-05-11,187543.88
5867,44,2012-05-18,177225.9
5868,44,2012-05-25,165029.16
5869,44,2012-06-01,159316.57
5870,44,2012-06-08,174628.94
5871,44,2012-06-15,172668.17
5872,44,2012-06-22,161787.56
5873,44,2012-06-29,161557.41
5874,44,2012-07-06,161999.2
5875,44,2012-07-13,164210.52
5876,44,2012-07-20,169747.05
5877,44,2012-07-27,163007.87
5878,44,2012-08-03,164591.68
5879,44,2012-08-10,169281.59
5880,44,2012-08-17,171317.13999999998
5881,44,2012-08-24,170678.56
5882,44,2012-08-31,164999.66999999998
5883,44,2012-09-07,171713.93
5884,44,2012-09-14,175944.14
5885,44,2012-09-21,187814.5
5886,44,2012-09-28,194267.44
5887,44,2012-10-05,200983.43
5888,44,2012-10-12,198027.19
5889,44,2012-10-19,209322.9
5890,44,2012-10-26,231095.03
5891,45,2010-02-05,411.02
5892,45,2010-02-12,539.47
5893,45,2010-02-19,459.47
5894,45,2010-02-26,600.51
5895,45,2010-03-05,604.07
5896,45,2010-03-12,729.91
5897,45,2010-03-19,531.92
5898,45,2010-03-26,469.53000000000003
5899,45,2010-04-02,517.3100000000001
5900,45,2010-04-09,392.36
5901,45,2010-04-16,371.0
5902,45,2010-04-23,296.45
5903,45,2010-04-30,346.81
5904,45,2010-05-07,431.63
5905,45,2010-05-14,436.25
5906,45,2010-05-21,478.98
5907,45,2010-05-28,205.08
5908,45,2010-06-04,347.15
5909,45,2010-06-11,367.49
5910,45,2010-06-18,520.8
5911,45,2010-06-25,261.18
5912,45,2010-07-02,271.43
5913,45,2010-07-09,341.13
5914,45,2010-07-16,234.07
5915,45,2010-07-23,1443.4
5916,45,2010-07-30,1707.96
5917,45,2010-08-06,358.28000000000003
5918,45,2010-08-13,250.87
5919,45,2010-08-20,196.6
5920,45,2010-08-27,176.76
5921,45,2010-09-03,288.91
5922,45,2010-09-10,470.18
5923,45,2010-09-17,353.94
5924,45,2010-09-24,482.47
5925,45,2010-10-01,289.16
5926,45,2010-10-08,563.29
5927,45,2010-10-15,337.89
5928,45,2010-10-22,376.38
5929,45,2010-10-29,294.05
5930,45,2010-11-05,290.92
5931,45,2010-11-12,427.46
5932,45,2010-11-19,382.36
5933,45,2010-11-26,303.17
5934,45,2010-12-03,206.16
5935,45,2010-12-10,373.33
5936,45,2010-12-17,283.25
5937,45,2010-12-24,449.51
5938,45,2010-12-31,326.51
5939,45,2011-01-07,261.25
5940,45,2011-01-14,697.68
5941,45,2011-01-21,259.07
5942,45,2011-01-28,242.44
5943,45,2011-02-04,228.93
5944,45,2011-02-11,283.13
5945,45,2011-02-18,284.09000000000003
5946,45,2011-02-25,250.25000000000003
5947,45,2011-03-04,171.28
5948,45,2011-03-11,339.41
5949,45,2011-03-18,432.15
5950,45,2011-03-25,281.03
5951,45,2011-04-01,300.36
5952,45,2011-04-08,438.81
5953,45,2011-04-15,237.27
5954,45,2011-04-22,370.43
5955,45,2011-04-29,466.97
5956,45,2011-05-06,300.73
5957,45,2011-05-13,296.37
5958,45,2011-05-20,243.26000000000002
5959,45,2011-05-27,337.32
5960,45,2011-06-03,614.22
5961,45,2011-06-10,368.04
5962,45,2011-06-17,316.28999999999996
5963,45,2011-06-24,200.78
5964,45,2011-07-01,203.75
5965,45,2011-07-08,204.76000000000002
5966,45,2011-07-15,278.99
5967,45,2011-07-22,309.99
5968,45,2011-07-29,195.26
5969,45,2011-08-05,148.59
5970,45,2011-08-12,311.16999999999996
5971,45,2011-08-19,191.84
5972,45,2011-08-26,234.8
5973,45,2011-09-02,253.63
5974,45,2011-09-09,295.44
5975,45,2011-09-16,218.41
5976,45,2011-09-23,393.77
5977,45,2011-09-30,204.98
5978,45,2011-10-07,202.28
5979,45,2011-10-14,278.75
5980,45,2011-10-21,344.92
5981,45,2011-10-28,405.8
5982,45,2011-11-04,430.68
5983,45,2011-11-11,391.69
5984,45,2011-11-18,340.66
5985,45,2011-11-25,404.14
5986,45,2011-12-02,318.1
5987,45,2011-12-09,250.93
5988,45,2011-12-16,165.64
5989,45,2011-12-23,315.49
5990,45,2011-12-30,267.11
5991,45,2012-01-06,253.31
5992,45,2012-01-13,256.78000000000003
5993,45,2012-01-20,115.17
5994,45,2012-01-27,328.95
5995,45,2012-02-03,134.61
5996,45,2012-02-10,227.34
5997,45,2012-02-17,308.95000000000005
5998,45,2012-02-24,299.07
5999,45,2012-03-02,257.87
6000,45,2012-03-09,335.89
6001,45,2012-03-16,376.56
6002,45,2012-03-23,286.35
6003,45,2012-03-30,160.02
6004,45,2012-04-06,244.96
6005,45,2012-04-13,297.63
6006,45,2012-04-20,275.6
6007,45,2012-04-27,220.36
6008,45,2012-05-04,122.61
6009,45,2012-05-11,202.31
6010,45,2012-05-18,164.45999999999998
6011,45,2012-05-25,119.61
6012,45,2012-06-01,229.57
6013,45,2012-06-08,266.22
6014,45,2012-06-15,438.19
6015,45,2012-06-22,113.61000000000001
6016,45,2012-06-29,239.22
6017,45,2012-07-06,219.4
6018,45,2012-07-13,-61.27
6019,45,2012-07-20,127.37
6020,45,2012-07-27,62.73
6021,45,2012-08-03,145.37
6022,45,2012-08-10,55.29
6023,45,2012-08-17,195.76
6024,45,2012-08-24,80.67
6025,45,2012-08-31,80.67
6026,45,2012-09-07,150.81
6027,45,2012-09-14,104.49
6028,45,2012-09-21,158.4
6029,45,2012-09-28,176.28
6030,45,2012-10-05,117.92999999999999
6031,45,2012-10-12,241.98000000000002
6032,45,2012-10-19,110.52
6033,45,2012-10-26,115.05000000000001
6034,46,2010-02-05,854943.68
6035,46,2010-02-12,805561.88
6036,46,2010-02-19,873163.76
6037,46,2010-02-26,812752.97
6038,46,2010-03-05,870615.55
6039,46,2010-03-12,848339.89
6040,46,2010-03-19,836260.13
6041,46,2010-03-26,823761.5
6042,46,2010-04-02,905465.91
6043,46,2010-04-09,879808.24
6044,46,2010-04-16,871603.08
6045,46,2010-04-23,867602.81
6046,46,2010-04-30,846539.44
6047,46,2010-05-07,906049.43
6048,46,2010-05-14,875590.15
6049,46,2010-05-21,897414.62
6050,46,2010-05-28,979434.37
6051,46,2010-06-04,1024923.35
6052,46,2010-06-11,958407.0
6053,46,2010-06-18,933653.36
6054,46,2010-06-25,959908.16
6055,46,2010-07-02,966104.21
6056,46,2010-07-09,933062.27
6057,46,2010-07-16,898718.33
6058,46,2010-07-23,892353.6799999999
6059,46,2010-07-30,855356.66
6060,46,2010-08-06,865818.27
6061,46,2010-08-13,832036.23
6062,46,2010-08-20,836288.46
6063,46,2010-08-27,823829.26
6064,46,2010-09-03,821102.68
6065,46,2010-09-10,785069.13
6066,46,2010-09-17,756637.17
6067,46,2010-09-24,757112.32
6068,46,2010-10-01,744649.35
6069,46,2010-10-08,777052.3200000001
6070,46,2010-10-15,753675.19
6071,46,2010-10-22,759402.5599999999
6072,46,2010-10-29,777834.74
6073,46,2010-11-05,803199.17
6074,46,2010-11-12,796684.15
6075,46,2010-11-19,806905.7
6076,46,2010-11-26,852244.13
6077,46,2010-12-03,898592.82
6078,46,2010-12-10,1023549.11
6079,46,2010-12-17,1223112.34
6080,46,2010-12-24,1829040.98
6081,46,2010-12-31,873648.12
6082,46,2011-01-07,758379.24
6083,46,2011-01-14,724776.74
6084,46,2011-01-21,765253.84
6085,46,2011-01-28,755366.35
6086,46,2011-02-04,800783.02
6087,46,2011-02-11,866420.17
6088,46,2011-02-18,934107.45
6089,46,2011-02-25,862319.44
6090,46,2011-03-04,913239.0
6091,46,2011-03-11,879453.84
6092,46,2011-03-18,892106.61
6093,46,2011-03-25,862333.58
6094,46,2011-04-01,863932.02
6095,46,2011-04-08,884719.1
6096,46,2011-04-15,877676.3
6097,46,2011-04-22,932175.91
6098,46,2011-04-29,871894.42
6099,46,2011-05-06,944357.53
6100,46,2011-05-13,947362.6
6101,46,2011-05-20,915604.18
6102,46,2011-05-27,956178.05
6103,46,2011-06-03,1064833.78
6104,46,2011-06-10,1037273.08
6105,46,2011-06-17,1001349.68
6106,46,2011-06-24,975440.65
6107,46,2011-07-01,999132.51
6108,46,2011-07-08,979182.96
6109,46,2011-07-15,941646.92
6110,46,2011-07-22,924077.93
6111,46,2011-07-29,885926.05
6112,46,2011-08-05,901981.0599999999
6113,46,2011-08-12,872294.08
6114,46,2011-08-19,884600.95
6115,46,2011-08-26,874299.53
6116,46,2011-09-02,798004.47
6117,46,2011-09-09,820743.3
6118,46,2011-09-16,767312.96
6119,46,2011-09-23,765744.43
6120,46,2011-09-30,750297.27
6121,46,2011-10-07,810367.57
6122,46,2011-10-14,784747.12
6123,46,2011-10-21,799231.61
6124,46,2011-10-28,803493.03
6125,46,2011-11-04,814280.36
6126,46,2011-11-11,829301.74
6127,46,2011-11-18,808402.86
6128,46,2011-11-25,885821.55
6129,46,2011-12-02,910912.91
6130,46,2011-12-09,1029296.23
6131,46,2011-12-16,1245476.51
6132,46,2011-12-23,1786535.03
6133,46,2011-12-30,1080013.45
6134,46,2012-01-06,796413.55
6135,46,2012-01-13,758812.45
6136,46,2012-01-20,803965.97
6137,46,2012-01-27,759632.81
6138,46,2012-02-03,862002.52
6139,46,2012-02-10,903745.17
6140,46,2012-02-17,909109.14
6141,46,2012-02-24,903703.73
6142,46,2012-03-02,908581.08
6143,46,2012-03-09,931032.45
6144,46,2012-03-16,919070.47
6145,46,2012-03-23,877795.65
6146,46,2012-03-30,882787.04
6147,46,2012-04-06,990215.61
6148,46,2012-04-13,910779.22
6149,46,2012-04-20,925222.57
6150,46,2012-04-27,911825.29
6151,46,2012-05-04,954383.82
6152,46,2012-05-11,931724.22
6153,46,2012-05-18,958578.81
6154,46,2012-05-25,1044806.9
6155,46,2012-06-01,1050800.59
6156,46,2012-06-08,1056669.64
6157,46,2012-06-15,1022703.7
6158,46,2012-06-22,1030028.76
6159,46,2012-06-29,1027480.22
6160,46,2012-07-06,1064581.51
6161,46,2012-07-13,967522.95
6162,46,2012-07-20,934680.06
6163,46,2012-07-27,885057.22
6164,46,2012-08-03,921350.46
6165,46,2012-08-10,893742.7
6166,46,2012-08-17,886297.2
6167,46,2012-08-24,885445.99
6168,46,2012-08-31,855503.63
6169,46,2012-09-07,837038.33
6170,46,2012-09-14,788536.0599999999
6171,46,2012-09-21,797121.48
6172,46,2012-09-28,777710.67
6173,46,2012-10-05,818882.85
6174,46,2012-10-12,782297.55
6175,46,2012-10-19,788171.4
6176,46,2012-10-26,813260.4
6177,47,2010-02-05,202.0
6178,47,2010-02-12,1224.97
6179,47,2010-02-19,584.97
6180,47,2010-02-26,-432.0
6181,47,2010-03-05,-926.58
6182,47,2010-03-12,-1020.0
6183,47,2010-03-19,-227.42000000000002
6184,47,2010-03-26,12.860000000000014
6185,47,2010-04-02,-288.03
6186,47,2010-04-09,141.0
6187,47,2010-04-16,630.0
6188,47,2010-04-23,486.74
6189,47,2010-04-30,-463.0
6190,47,2010-05-07,-37.03
6191,47,2010-05-14,101.0
6192,47,2010-05-21,415.42
6193,47,2010-05-28,127.0
6194,47,2010-06-04,-160.0
6195,47,2010-06-11,79.0
6196,47,2010-06-18,104.0
6197,47,2010-06-25,-13.0
6198,47,2010-07-02,102.74
6199,47,2010-07-09,-119.0
6200,47,2010-07-16,-19.0
6201,47,2010-07-23,-52.0
6202,47,2010-07-30,-1324.0
6203,47,2010-08-06,1073.0
6204,47,2010-08-13,52.97
6205,47,2010-08-20,-312.0
6206,47,2010-08-27,-326.0
